id,rewards-type-1,rewards-id-1,rewards-value-1,Odd1,desc1,rewards-type-2,rewards-id-2,rewards-value-2,desc2,Odd2,
1,2,1006,300,,s==14|Tướng Ấn Thạch,2,1006,50,s==14|Tướng Ấn Thạch,,
2,2,1030,1,,s==13|Hồn Thần Binh,2,1027,20,s==25|Thần Binh Cường Hóa Thạch,,
3,2,1029,1,,s==26|Thần Binh Tinh Luyện Thạch,2,1001,100,s==13|Đột Phá Thạch,,
4,2,1014,1,,s==21|Đoạt Bảo Lệnh Cao Cấp,2,1007,3,s==13|Đoạt Bảo Lệnh,,
5,2,4020,1,,s==15|Hiệu Ấn Hiệu Úy,2,4010,1,s==13|Hiệu Ấn Đô Úy,,
6,2,3002,30,,s==21|Mảnh Ngẫu Nhiên 4 Sao,2,2201,1,s==23|Túi May Mắn Kinh Nghiệm,,
7,2,3008,5,,s==24|Mảnh Vỡ Ngẫu Nhiên 5 Sao,2,2201,1,s==23|Túi May Mắn Kinh Nghiệm,,
8,2,1003,1,,s==20|Lệnh Tầm Bảo Cao Cấp,2,1007,3,s==13|Đoạt Bảo Lệnh,,
9,2,1006,50,,s==14|Tướng Ấn Thạch,2,1006,300,s==14|Tướng Ấn Thạch,,
10,2,1027,20,,s==25|Thần Binh Cường Hóa Thạch,2,1030,1,s==13|Hồn Thần Binh,,
11,2,1001,100,,s==13|Đột Phá Thạch,2,1029,1,s==26|Thần Binh Tinh Luyện Thạch,,
12,2,1007,1,,s==13|Đoạt Bảo Lệnh,2,1014,1,s==21|Đoạt Bảo Lệnh Cao Cấp,,
13,2,4010,1,,s==13|Hiệu Ấn Đô Úy,2,4020,1,s==15|Hiệu Ấn Hiệu Úy,,
14,2,2201,3,,s==26|Lệnh Tầm Bảo Thường Thường,2,3002,30,s==21|Mảnh Ngẫu Nhiên 4 Sao,,
15,2,2201,1,,s==20|Lệnh Tầm Bảo Cao Cấp,2,3008,10,s==24|Mảnh Vỡ Ngẫu Nhiên 5 Sao,,
16,2,1007,3,,s==13|Đoạt Bảo Lệnh,2,1003,1,s==20|Lệnh Tầm Bảo Cao Cấp,,
