id,mainId,dateStart,dateEnd,stageNum,rechargeGear,rechargeNum,rewards-type-1,rewards-id-1,rewards-value-1,rewards-type-2,rewards-id-2,rewards-value-2,rewards-type-3,rewards-id-3,rewards-value-3,name,
1,1,1,30,1,1,12,2,1003,2,2,1006,600,1,9,120,s==2|白银,
2,1,1,30,2,1,12,2,1003,2,2,1006,800,1,8,500000,s==2|黄金,
3,1,1,30,3,1,12,2,6860,2,2,1006,1000,2,3008,25,s==2|颇梨,
4,1,1,30,4,1,12,2,1003,2,2,1006,1200,1,8,1000000,s==2|砗磲,
5,1,1,30,5,1,12,2,1003,2,2,1006,1400,2,3008,25,s==2|琉璃,
6,1,1,30,6,1,12,2,6860,2,2,1006,1600,1,8,2000000,s==2|珍珠,
7,1,1,30,7,1,12,2,6860,6,2,1105,2,2,3008,50,s==2|琥珀,
8,1,1,30,1,2,128,2,1004,2,2,1006,1200,2,1014,1,s==2|白银,
9,1,1,30,2,2,128,2,6860,5,2,1006,1600,1,10,500000,s==2|黄金,
10,1,1,30,3,2,128,2,1004,2,2,1006,2000,1,9,980,s==2|颇梨,
11,1,1,30,4,2,128,2,1004,2,2,1006,2400,1,10,1000000,s==2|砗磲,
12,1,1,30,5,2,128,2,6860,5,2,1006,2800,2,1014,1,s==2|琉璃,
13,1,1,30,6,2,128,2,1004,2,2,1006,3200,1,9,980,s==2|珍珠,
14,1,1,30,7,2,128,2,1004,20,2,1105,4,1,10,2000000,s==2|琥珀,
15,3,31,60,1,1,12,2,1003,2,2,1006,600,1,9,120,s==2|驱虎,
16,3,31,60,2,1,12,2,1003,2,2,1006,800,1,8,500000,s==2|擒王,
17,3,31,60,3,1,12,2,6862,2,2,1006,1000,2,3008,25,s==2|观火,
18,3,31,60,4,1,12,2,1003,2,2,1006,1200,1,8,1000000,s==2|连环,
19,3,31,60,5,1,12,2,1003,2,2,1006,1400,2,3008,25,s==2|反间,
20,3,31,60,6,1,12,2,6862,2,2,1006,1600,1,8,2000000,s==2|空城,
21,3,31,60,7,1,12,2,6862,6,2,1105,2,2,3008,50,s==2|近攻,
22,3,31,60,1,2,128,2,1004,2,2,1006,1200,2,1014,1,s==2|驱虎,
23,3,31,60,2,2,128,2,6862,5,2,1006,1600,1,10,500000,s==2|擒王,
24,3,31,60,3,2,128,2,1004,2,2,1006,2000,1,9,980,s==2|观火,
25,3,31,60,4,2,128,2,1004,2,2,1006,2400,1,10,1000000,s==2|连环,
26,3,31,60,5,2,128,2,6862,5,2,1006,2800,2,1014,1,s==2|反间,
27,3,31,60,6,2,128,2,1004,2,2,1006,3200,1,9,980,s==2|空城,
28,3,31,60,7,2,128,2,1475,2,2,1105,4,1,10,2000000,s==2|近攻,
29,4,61,90,1,1,12,2,1003,2,2,1006,600,1,9,120,s==2|疾风,
30,4,61,90,2,1,12,2,1003,2,2,1006,800,1,8,500000,s==2|驰电,
31,4,61,90,3,1,12,2,6866,2,2,1006,1000,2,3008,25,s==2|绝尘,
32,4,61,90,4,1,12,2,1003,2,2,1006,1200,1,8,1000000,s==2|奔星,
33,4,61,90,5,1,12,2,1003,2,2,1006,1400,2,3008,25,s==2|迅雷,
34,4,61,90,6,1,12,2,6866,2,2,1006,1600,1,8,2000000,s==2|追云,
35,4,61,90,7,1,12,2,6866,6,2,1105,2,2,3008,50,s==2|逐光,
36,4,61,90,1,2,128,2,1004,2,2,1006,1200,2,1014,1,s==2|疾风,
37,4,61,90,2,2,128,2,6866,5,2,1006,1600,1,10,500000,s==2|驰电,
38,4,61,90,3,2,128,2,1004,2,2,1006,2000,1,9,980,s==2|绝尘,
39,4,61,90,4,2,128,2,1004,2,2,1006,2400,1,10,1000000,s==2|奔星,
40,4,61,90,5,2,128,2,6866,5,2,1006,2800,2,1014,1,s==2|迅雷,
41,4,61,90,6,2,128,2,1004,2,2,1006,3200,1,9,980,s==2|追云,
42,4,61,90,7,2,128,2,14701,2,2,1105,4,1,10,2000000,s==2|逐光,
43,10,987,987,1,1,12,2,1003,2,2,1006,600,1,9,120,s==3|彼岸花,
44,10,987,987,2,1,12,2,1003,2,2,1006,800,1,8,500000,s==3|曼陀罗,
45,10,987,987,3,1,12,2,6573,2,2,1006,1000,2,3008,25,s==3|幽灵草,
46,10,987,987,4,1,12,2,1003,2,2,1006,1200,1,8,1000000,s==3|双生花,
47,10,987,987,5,1,12,2,1003,2,2,1006,1400,2,3008,25,s==3|黑百合,
48,10,987,987,6,1,12,2,6573,2,2,1006,1600,1,8,2000000,s==3|三色堇,
49,10,987,987,7,1,12,2,6573,6,2,1105,2,2,3008,50,s==3|鬼荼蘼,
50,10,987,987,1,2,128,2,1004,2,2,1006,1200,2,1014,1,s==3|彼岸花,
51,10,987,987,2,2,128,2,6573,5,2,1006,1600,1,10,500000,s==3|曼陀罗,
52,10,987,987,3,2,128,2,1004,2,2,1006,2000,1,9,980,s==3|幽灵草,
53,10,987,987,4,2,128,2,1004,2,2,1006,2400,1,10,1000000,s==3|双生花,
54,10,987,987,5,2,128,2,6573,5,2,1006,2800,2,1014,1,s==3|黑百合,
55,10,987,987,6,2,128,2,1004,2,2,1006,3200,1,9,980,s==3|三色堇,
56,10,987,987,7,2,128,2,14701,2,2,1105,4,1,10,2000000,s==3|鬼荼蘼,
57,11,988,988,1,1,12,2,1003,2,2,1006,600,1,9,120,s==1|宫,
58,11,988,988,2,1,12,2,1003,2,2,1006,800,1,8,500000,s==1|商,
59,11,988,988,3,1,12,2,6573,2,2,1006,1000,2,3008,25,s==1|角,
60,11,988,988,4,1,12,2,1003,2,2,1006,1200,1,8,1000000,s==1|徵,
61,11,988,988,5,1,12,2,1003,2,2,1006,1400,2,3008,25,s==1|羽,
62,11,988,988,6,1,12,2,6573,2,2,1006,1600,1,8,2000000,s==2|变宫,
63,11,988,988,7,1,12,2,6573,6,2,1105,2,2,3008,50,s==2|变徵,
64,11,988,988,1,2,128,2,1004,2,2,1006,1200,2,1014,1,s==1|宫,
65,11,988,988,2,2,128,2,6573,5,2,1006,1600,1,10,500000,s==1|商,
66,11,988,988,3,2,128,2,1004,2,2,1006,2000,1,9,980,s==1|角,
67,11,988,988,4,2,128,2,1004,2,2,1006,2400,1,10,1000000,s==1|徵,
68,11,988,988,5,2,128,2,6573,5,2,1006,2800,2,1014,1,s==1|羽,
69,11,988,988,6,2,128,2,1004,2,2,1006,3200,1,9,980,s==2|变宫,
70,11,988,988,7,2,128,2,71007,1,2,1105,4,1,10,2000000,s==2|变徵,
71,12,989,989,1,1,12,2,1003,2,2,1006,600,1,9,120,s==2|启航,
72,12,989,989,2,1,12,2,1003,2,2,1006,800,1,8,500000,s==2|进化,
73,12,989,989,3,1,12,2,6554,2,2,1006,1000,2,3008,25,s==2|腾飞,
74,12,989,989,4,1,12,2,1003,2,2,1006,1200,1,8,1000000,s==2|创新,
75,12,989,989,5,1,12,2,1003,2,2,1006,1400,2,3008,25,s==2|飞升,
76,12,989,989,6,1,12,2,6554,2,2,1006,1600,1,8,2000000,s==2|至尊,
77,12,989,989,7,1,12,2,6554,6,2,1105,2,2,3008,50,s==2|超越,
78,12,989,989,1,2,128,2,1004,2,2,1006,1200,2,1014,1,s==2|启航,
79,12,989,989,2,2,128,2,6554,5,2,1006,1600,1,10,500000,s==2|进化,
