proprety,propretyCount,ratio,
1,0.00112107623318386,888,
2,0.00223214285714286,,
3,0.00333333333333333,,
4,0.00442477876106195,,
5,0.00550660792951542,,
6,0.00657894736842105,,
7,0.00764192139737991,,
8,0.00869565217391304,,
9,0.00974025974025974,,
10,0.0107758620689655,,
11,0.0118025751072961,,
12,0.0128205128205128,,
13,0.0138297872340426,,
14,0.0148305084745763,,
15,0.0158227848101266,,
16,0.0168067226890756,,
17,0.0177824267782427,,
18,0.01875,,
19,0.0197095435684647,,
20,0.0206611570247934,,
21,0.0216049382716049,,
22,0.0225409836065574,,
23,0.023469387755102,,
24,0.024390243902439,,
25,0.0253036437246964,,
26,0.0262096774193548,,
27,0.0271084337349398,,
28,0.028,,
29,0.0288844621513944,,
30,0.0297619047619048,,
31,0.0306324110671937,,
32,0.031496062992126,,
33,0.0323529411764706,,
34,0.033203125,,
35,0.0340466926070039,,
36,0.0348837209302326,,
37,0.0357142857142857,,
38,0.0365384615384615,,
39,0.0373563218390805,,
40,0.0381679389312977,,
41,0.0389733840304183,,
42,0.0397727272727273,,
43,0.0405660377358491,,
44,0.0413533834586466,,
45,0.0421348314606742,,
46,0.042910447761194,,
47,0.0436802973977695,,
48,0.0444444444444444,,
49,0.0452029520295203,,
50,0.0459558823529412,,
51,0.0467032967032967,,
52,0.0474452554744526,,
53,0.0481818181818182,,
54,0.0489130434782609,,
55,0.0496389891696751,,
56,0.0503597122302158,,
57,0.0510752688172043,,
58,0.0517857142857143,,
59,0.052491103202847,,
60,0.0531914893617021,,
61,0.053886925795053,,
62,0.0545774647887324,,
63,0.0552631578947368,,
64,0.0559440559440559,,
65,0.0566202090592334,,
66,0.0572916666666667,,
67,0.0579584775086505,,
68,0.0586206896551724,,
69,0.0592783505154639,,
70,0.0599315068493151,,
71,0.060580204778157,,
72,0.0612244897959184,,
73,0.061864406779661,,
74,0.0625,,
75,0.0631313131313131,,
76,0.063758389261745,,
77,0.06438127090301,,
78,0.065,,
79,0.0656146179401993,,
80,0.0662251655629139,,
81,0.0668316831683168,,
82,0.0674342105263158,,
83,0.0680327868852459,,
84,0.0686274509803922,,
85,0.0692182410423453,,
86,0.0698051948051948,,
87,0.0703883495145631,,
88,0.0709677419354839,,
89,0.0715434083601286,,
90,0.0721153846153846,,
91,0.0726837060702875,,
92,0.0732484076433121,,
93,0.0738095238095238,,
94,0.0743670886075949,,
95,0.0749211356466877,,
96,0.0754716981132075,,
97,0.0760188087774295,,
98,0.0765625,,
99,0.0771028037383178,,
100,0.077639751552795,,
101,0.0781733746130031,,
102,0.0787037037037037,,
103,0.0792307692307692,,
104,0.0797546012269939,,
105,0.0802752293577982,,
106,0.0807926829268293,,
107,0.081306990881459,,
108,0.0818181818181818,,
109,0.0823262839879154,,
110,0.0828313253012048,,
111,0.0833333333333333,,
112,0.0838323353293413,,
113,0.0843283582089552,,
114,0.0848214285714286,,
115,0.0853115727002967,,
116,0.0857988165680473,,
117,0.086283185840708,,
118,0.0867647058823529,,
119,0.0872434017595308,,
120,0.087719298245614,,
121,0.0881924198250729,,
122,0.0886627906976744,,
123,0.0891304347826087,,
124,0.0895953757225433,,
125,0.0900576368876081,,
126,0.0905172413793103,,
127,0.090974212034384,,
128,0.0914285714285714,,
129,0.0918803418803419,,
130,0.0923295454545455,,
131,0.0927762039660057,,
132,0.0932203389830508,,
133,0.0936619718309859,,
134,0.0941011235955056,,
135,0.0945378151260504,,
136,0.0949720670391061,,
137,0.0954038997214485,,
138,0.0958333333333333,,
139,0.0962603878116343,,
140,0.0966850828729282,,
141,0.0971074380165289,,
142,0.0975274725274725,,
143,0.0979452054794521,,
144,0.0983606557377049,,
145,0.0987738419618529,,
146,0.0991847826086956,,
147,0.0995934959349594,,
148,0.1,,
149,0.100404312668464,,
150,0.100806451612903,,
151,0.101206434316354,,
152,0.101604278074866,,
153,0.102,,
154,0.102393617021277,,
155,0.102785145888594,,
156,0.103174603174603,,
157,0.103562005277045,,
158,0.103947368421053,,
159,0.104330708661417,,
160,0.104712041884817,,
161,0.10509138381201,,
162,0.10546875,,
163,0.105844155844156,,
