holyBeastId,name,type,quality,wakeUpQuality,wakeUpAddSkillNum,qualityName,isWakeUp,exclusiveSkillId,hunjvSkillId,wakeUpHeadIcon,wakeUpSkillId,wakeUpNeedItem-type-1,wakeUpNeedItem-id-1,wakeUpNeedItem-value-1,refineValue,maxRefinedValue,refineAttGroupId,initSkillNum,skillMinType,skillMaxType,skillMinQuality,skillMaxQuality,skillMinLv,skillMaxLv,weight,armatureId,armatureName,wakeUpArmatureId,wakeUpArmatureName,skinId,baseAtt-type-1,baseAtt-way-1,baseAtt-value-1,baseAtt-type-2,baseAtt-way-2,baseAtt-value-2,baseAtt-type-3,baseAtt-way-3,baseAtt-value-3,baseAtt-type-4,baseAtt-way-4,baseAtt-value-4,perGradeAtt,wakeBaseAtt-type-1,wakeBaseAtt-way-1,wakeBaseAtt-value-1,wakeBaseAtt-type-2,wakeBaseAtt-way-2,wakeBaseAtt-value-2,wakeBaseAtt-type-3,wakeBaseAtt-way-3,wakeBaseAtt-value-3,wakeBaseAtt-type-4,wakeBaseAtt-way-4,wakeBaseAtt-value-4,wakePerGradeAtt,unlockSkillQuality,unlockSkillNum,
14001,s==2|赤兔,,6,7,1,s==2|史诗,1,60010,,14017,61010,2,1070,1,3,400,1,s==9|1,10|2,90,1,18,5,6,3,5,200,3000001,s==5|chitu,3000017,s==8|jx_chitu,14001,2,0,2011,1,0,13529,3,0,90,4,0,15,1655|243,2,0,5011,1,0,43529,3,0,140,4,0,65,1655|243,5,4,
14002,s==4|爪黄飞电,,6,7,1,s==2|史诗,1,60020,,14018,61020,2,1070,1,3,400,1,s==9|1,10|2,90,1,18,5,6,3,5,200,3000002,s==16|zhuahuangfeidian,3000018,s==19|jx_zhuahuangfeidian,14002,2,0,2011,1,0,13529,3,0,90,4,0,15,1655|243,2,0,5011,1,0,43529,3,0,140,4,0,65,1655|243,5,3,
14003,s==2|的卢,,6,7,1,s==2|史诗,1,60030,,14019,61030,2,1070,1,3,400,1,s==9|1,10|2,90,1,18,5,6,3,5,2200,3000003,s==4|dilu,3000019,s==7|jx_dilu,14003,2,0,2011,1,0,13529,3,0,90,4,0,15,1655|243,2,0,5011,1,0,43529,3,0,140,4,0,65,1655|243,5,3,
14004,s==2|绝影,,6,7,1,s==2|史诗,1,60040,,14020,61040,2,1070,1,3,400,1,s==9|1,10|2,90,1,18,5,6,3,5,2200,3000004,s==7|jueying,3000020,s==10|jx_jueying,14004,2,0,2011,1,0,13529,3,0,90,4,0,15,1655|243,2,0,5011,1,0,43529,3,0,140,4,0,65,1655|243,5,3,
14005,s==2|快航,,5,,,s==2|传奇,0,60050,,,,,,,2,400,2,s==9|1,40|2,60,1,18,4,6,2,5,4200,3000005,s==8|kuaihang,,,14005,2,0,1648,1,0,10820,3,0,60,4,0,10,1324|176,,,,,,,,,,,,,,5,3,
14006,s==5|照夜玉狮子,,5,,,s==2|传奇,0,60060,,,,,,,2,400,2,s==9|1,40|2,60,1,18,4,6,2,5,4200,3000006,s==13|zhaoyeyushizi,,,14006,2,0,1648,1,0,10820,3,0,60,4,0,10,1324|176,,,,,,,,,,,,,,5,3,
14007,s==2|王追,,5,,,s==2|传奇,0,60070,,,,,,,2,400,2,s==9|1,40|2,60,1,18,4,6,2,5,6200,3000007,s==8|wangzhui,,,14007,2,0,1648,1,0,10820,3,0,60,4,0,10,1324|176,,,,,,,,,,,,,,5,3,
14008,s==3|沙里飞,,5,,,s==2|传奇,0,60080,,,,,,,2,400,2,s==9|1,40|2,60,1,18,4,6,2,5,6200,3000008,s==8|shalifei,,,14008,2,0,1648,1,0,10820,3,0,60,4,0,10,1324|176,,,,,,,,,,,,,,5,3,
14009,s==3|燎原火,,5,,,s==2|传奇,0,60090,,,,,,,2,400,2,s==9|1,40|2,60,1,18,4,6,2,5,8200,3000009,s==11|liaoyuanhuo,,,14009,2,0,1648,1,0,10820,3,0,60,4,0,10,1324|176,,,,,,,,,,,,,,5,3,
14010,s==2|惊帆,,5,,,s==2|传奇,0,60100,,,,,,,2,400,2,s==9|1,40|2,60,1,18,4,6,2,5,8200,3000010,s==7|jingfan,,,14010,2,0,1648,1,0,10820,3,0,60,4,0,10,1324|176,,,,,,,,,,,,,,5,3,
