mainId,dateStart,dataEnd,activityId,mainName,EventHeroFightTime,EventHeroBossId,EventHeroMatchPower,EventHeroBossReward,EventHeroRandomCount,EventHeroBossRound,EventHeroCall,bannerId,mailId,dayLimit,changeItemId,integralType,integralId,isRecharge,isAdvance,isConRecharge,
1,1,30,5220,s==4|金刚轰临,4,8045,s==33|9000|12000,5000|20000,1000|100000,s==20|1|8|250000,2|1206|10,20,10,6860,14,s==40|end:2710|change:2711|addUp:1790|con:1793,99999,1003,2,6861,0,0,0,
2,9981,9982,5220,s==4|真龙现世,4,8065,s==33|9000|12000,5000|20000,1000|100000,s==20|1|8|250000,2|1232|10,20,10,6864,16,s==38|end:573|change:574|addUp:1920|con:1910,99999,1003,2,6865,0,0,0,
3,31,60,5220,s==4|诡诳妖策,4,8052,s==33|9000|12000,5000|20000,1000|100000,s==20|1|8|250000,2|1215|10,20,10,6862,15,s==40|end:2712|change:2713|addUp:1824|con:1823,99999,1003,2,6863,0,0,0,
4,61,90,5220,s==4|神威煌雷,4,8080,s==33|9000|12000,5000|20000,1000|100000,s==20|1|8|250000,2|1232|10,20,10,6866,17,s==40|end:2470|change:2471|addUp:2473|con:2472,99999,1003,2,6867,0,0,0,
5,9998,9999,5220,s==4|武帝倚天,4,8097,s==33|9000|12000,5000|20000,1000|100000,s==20|1|8|250000,2|1232|10,20,10,6868,18,s==40|end:2718|change:2719|addUp:2721|con:2720,99999,1003,2,6869,0,0,0,
6,9996,9997,5220,s==4|幽泉蝶舞,4,8107,s==33|9000|12000,5000|20000,1000|100000,s==20|1|8|250000,2|1232|10,20,10,6874,19,s==40|end:2780|change:2781|addUp:2783|con:2782,99999,1003,2,6875,0,0,0,
7,9994,9995,5220,s==4|霸王盖世,4,8111,s==33|9000|12000,5000|20000,1000|100000,s==20|1|8|250000,2|1232|10,20,10,6971,20,s==40|end:2804|change:2805|addUp:2807|con:2806,99999,1003,2,6972,0,0,0,
8,9993,9994,5220,s==4|天命高祖,4,8124,s==33|9000|12000,5000|20000,1000|100000,s==20|1|8|250000,2|1232|10,20,10,6984,29,s==40|end:2808|change:2809|addUp:2811|con:2810,99999,1003,2,6985,0,0,0,
9,9991,9992,5220,s==4|奇巧雀鸣,4,8142,s==33|9000|12000,5000|20000,1000|100000,s==20|1|8|250000,2|1232|10,20,10,6998,30,s==40|end:2812|change:2813|addUp:2814|con:2815,99999,1003,2,6999,0,0,0,
10,9989,9990,5220,s==4|道骨仙风,4,26503,s==33|9000|12000,5000|20000,1000|100000,s==20|1|8|250000,2|1232|10,20,10,6573,32,s==40|end:2960|change:2961|addUp:2962|con:2963,99999,1003,2,6574,0,0,0,
11,9987,9988,5220,s==4|琅嬛仙音,4,8147,s==33|9000|12000,5000|20000,1000|100000,s==20|1|8|250000,2|6576|10,20,10,6575,33,s==40|end:3310|change:3311|addUp:3312|con:3313,99999,1003,2,6576,0,0,0,
12,9985,9986,5220,s==4|铁甲腾飞,4,8151,s==33|9000|12000,5000|20000,1000|100000,s==20|1|8|250000,2|6576|10,20,10,6554,34,s==40|end:3322|change:3323|addUp:3324|con:3325,99999,1003,2,6555,0,0,0,
13,9983,9984,5220,s==4|山海灵凤,4,8156,s==33|9000|12000,5000|20000,1000|100000,s==20|1|8|250000,2|6576|10,20,10,8081,35,s==40|end:3334|change:3335|addUp:3336|con:3337,99999,1003,2,8082,0,0,0,
14,91,120,5220,s==4|赤凤燎原,4,8172,s==33|9000|12000,5000|20000,1000|100000,s==20|1|8|250000,2|6576|10,20,10,8190,37,s==40|end:3376|change:3377|addUp:3378|con:3379,99999,1003,2,8191,0,0,0,
15,121,150,5220,s==4|赤凤燎原,4,8172,s==33|9000|12000,5000|20000,1000|100000,s==20|1|8|250000,2|6576|10,20,10,8190,37,s==40|end:3376|change:3377|addUp:3378|con:3379,99999,1003,2,8191,0,0,0,
16,151,999,5220,s==4|赤凤燎原,4,8172,s==33|9000|12000,5000|20000,1000|100000,s==20|1|8|250000,2|6576|10,20,10,8190,37,s==40|end:3376|change:3377|addUp:3378|con:3379,99999,1003,2,8191,0,0,0,
17,9975,9976,5220,s==4|虎啸逍遥,4,8161,s==33|9000|12000,5000|20000,1000|100000,s==20|1|8|250000,2|6576|10,20,10,8145,36,s==40|end:3366|change:3367|addUp:3368|con:3369,99999,1003,2,8146,0,0,0,
18,9973,9974,5220,s==4|虎啸逍遥,4,8161,s==33|9000|12000,5000|20000,1000|100000,s==20|1|8|250000,2|6576|10,20,10,8145,36,s==40|end:3366|change:3367|addUp:3368|con:3369,99999,1003,2,8146,0,0,0,
19,9971,9972,5220,s==4|虎啸逍遥,4,8161,s==33|9000|12000,5000|20000,1000|100000,s==20|1|8|250000,2|6576|10,20,10,8145,36,s==40|end:3366|change:3367|addUp:3368|con:3369,99999,1003,2,8146,0,0,0,
20,9967,9968,5220,s==4|虎啸逍遥,4,8161,s==33|9000|12000,5000|20000,1000|100000,s==20|1|8|250000,2|6576|10,20,10,8145,36,s==40|end:3366|change:3367|addUp:3368|con:3369,99999,1003,2,8146,0,0,0,
28,9969,9970,5220,s==4|龙葵传说,4,8107,s==33|9000|12000,5000|20000,1000|100000,s==20|1|8|250000,2|1232|10,20,10,6995,28,s==40|end:3100|change:3101|addUp:3103|con:3102,99999,1003,2,6996,1,0,0,
30,1,999,5800,s==7|武帝倚天【韩】,4,8097,s==33|9000|12000,5000|20000,1000|100000,s==20|1|8|250000,2|1232|10,20,10,6580,18,s==40|end:2718|change:2719|addUp:2721|con:2720,99999,1003,2,6581,0,0,0,
