id,dateStart,dateEnd,stageStart,stageEnd,stage,rechargeNum,rewards-type-1,rewards-id-1,rewards-value-1,rewards-type-2,rewards-id-2,rewards-value-2,rewards-type-3,rewards-id-3,rewards-value-3,
1,1,14,1,3,1,200,2,1003,10,1,8,1000000,2,1001,500,
2,1,14,1,3,1,500,2,1516,1,1,8,1000000,2,1001,500,
3,1,14,1,3,1,1000,2,1468,1,2,1003,15,2,1006,8000,
4,1,14,1,3,1,2000,2,1468,2,2,3014,50,2,1006,20000,
5,1,14,1,3,1,5000,2,2128,1,2,3014,100,2,1082,60,
6,1,14,1,3,1,10000,2,2128,3,2,3014,100,2,1081,25,
7,1,14,1,3,1,20000,2,2157,1,2,3014,200,2,1081,25,
8,1,14,4,7,2,200,2,1003,10,1,8,1000000,2,1001,500,
9,1,14,4,7,2,500,2,1516,1,1,8,1000000,2,1001,500,
10,1,14,4,7,2,1000,2,1105,10,2,1003,15,2,1006,8000,
11,1,14,4,7,2,2000,2,1004,8,2,3014,50,2,1006,20000,
12,1,14,4,7,2,5000,2,1177,1,2,3014,100,2,1043,120,
13,1,14,4,7,2,10000,2,4050,1,2,3014,100,2,1044,50,
14,1,14,4,7,2,20000,2,6666,1,2,3014,200,2,1044,50,
15,15,30,1,3,1,200,2,1003,10,1,8,1000000,2,1001,500,
16,15,30,1,3,1,500,2,1516,1,1,8,1000000,2,1001,500,
17,15,30,1,3,1,1000,2,1468,1,2,1003,15,2,1006,8000,
18,15,30,1,3,1,2000,2,1468,2,2,3014,50,2,1006,20000,
19,15,30,1,3,1,5000,2,2088,1,2,3014,100,2,1036,60,
20,15,30,1,3,1,10000,2,5137,1,2,3014,100,2,1036,25,
21,15,30,1,3,1,20000,2,2158,1,2,3014,200,2,1037,25,
22,15,30,4,7,2,200,2,1003,10,1,8,1000000,2,1001,500,
23,15,30,4,7,2,500,2,1516,1,1,8,1000000,2,1001,500,
24,15,30,4,7,2,1000,2,1105,10,2,1003,15,2,1006,8000,
25,15,30,4,7,2,2000,2,1004,8,2,3014,50,2,1006,20000,
26,15,30,4,7,2,5000,2,2128,1,2,3014,100,2,1036,60,
27,15,30,4,7,2,10000,2,2128,3,2,3014,100,2,1036,25,
28,15,30,4,7,2,20000,2,6666,1,2,3014,200,2,1037,25,
29,31,-1,1,3,1,200,2,1003,10,1,8,1000000,2,1001,500,
30,31,-1,1,3,1,500,2,1516,1,1,8,1000000,2,1001,500,
31,31,-1,1,3,1,1000,2,1761,1,2,1003,15,2,1006,8000,
32,31,-1,1,3,1,2000,2,1761,2,2,3014,50,2,1006,20000,
33,31,-1,1,3,1,5000,2,6677,1,2,3014,100,2,1036,60,
34,31,-1,1,3,1,10000,2,6674,1,2,3014,100,2,1036,25,
35,31,-1,1,3,1,20000,2,6675,1,2,3014,200,2,1037,25,
36,31,-1,4,7,2,200,2,1003,10,1,8,1000000,2,1001,500,
37,31,-1,4,7,2,500,2,1516,1,1,8,1000000,2,1001,500,
38,31,-1,4,7,2,1000,2,1105,10,2,1003,15,2,1006,8000,
39,31,-1,4,7,2,2000,2,1468,2,2,3014,50,2,1006,20000,
40,31,-1,4,7,2,5000,2,6677,1,2,3014,100,2,1046,60,
41,31,-1,4,7,2,10000,2,6674,1,2,3014,100,2,1046,25,
42,31,-1,4,7,2,20000,2,6675,1,2,3014,200,2,1045,25,
