id,suitId,suitName,suitSkill2RuneQuality,suitSkill2-type-1,suitSkill2-way-1,suitSkill2-value-1,minRuneQuality,suitSkill4,lockOffAni,suitSkillIcon,wholeSuitPic,suitSkillName,
1,1,s==8|Lôi Kích,4,6,1,400,4,511,,73001,7,s==8|Lôi Kích,
2,1,s==8|Lôi Kích,5,6,1,800,5,512,,73001,7,s==8|Lôi Kích,
3,1,s==8|Lôi Kích,6,6,1,800,6,513,,73001,7,s==8|Lôi Kích,
4,1,s==8|Lôi Kích,7,6,1,800,7,514,,73001,7,s==8|Lôi Kích,
5,1,s==8|Lôi Kích,8,6,1,800,8,515,,73001,7,s==8|Lôi Kích,
6,1,s==8|Lôi Kích,9,6,1,1200,9,516,,73001,7,s==8|Lôi Kích,
7,2,s==10|Phong Liềm,4,2,1,200,4,521,,73002,3,s==10|Phong Liềm,
8,2,s==10|Phong Liềm,5,2,1,400,5,522,,73002,3,s==10|Phong Liềm,
9,2,s==10|Phong Liềm,6,2,1,400,6,523,,73002,3,s==10|Phong Liềm,
10,2,s==10|Phong Liềm,7,2,1,400,7,524,,73002,3,s==10|Phong Liềm,
11,2,s==10|Phong Liềm,8,2,1,400,8,525,,73002,3,s==10|Phong Liềm,
12,2,s==10|Phong Liềm,9,2,1,600,9,526,,73002,3,s==10|Phong Liềm,
13,3,s==8|Huyết Ẩm,4,1,1,200,4,531,,73003,4,s==8|Huyết Ẩm,
14,3,s==8|Huyết Ẩm,5,1,1,400,5,532,,73003,4,s==8|Huyết Ẩm,
15,3,s==8|Huyết Ẩm,6,1,1,400,6,533,,73003,4,s==8|Huyết Ẩm,
16,3,s==8|Huyết Ẩm,7,1,1,400,7,534,,73003,4,s==8|Huyết Ẩm,
17,3,s==8|Huyết Ẩm,8,1,1,400,8,535,,73003,4,s==8|Huyết Ẩm,
18,3,s==8|Huyết Ẩm,9,1,1,500,9,536,,73003,4,s==8|Huyết Ẩm,
19,4,s==7|Gai góc,4,3,1,200,4,541,,73004,6,s==7|Gai góc,
20,4,s==7|Gai góc,5,3,1,400,5,542,,73004,6,s==7|Gai góc,
21,4,s==7|Gai góc,6,3,1,400,6,543,,73004,6,s==7|Gai góc,
22,4,s==7|Gai góc,7,3,1,400,7,544,,73004,6,s==7|Gai góc,
23,4,s==7|Gai góc,8,3,1,400,8,545,,73004,6,s==7|Gai góc,
24,4,s==7|Gai góc,9,3,1,500,9,546,,73004,6,s==7|Gai góc,
25,5,s==7|Thủy Dự,4,18,1,200,4,551,,73005,5,s==7|Thủy Dự,
26,5,s==7|Thủy Dự,5,18,1,400,5,552,,73005,5,s==7|Thủy Dự,
27,5,s==7|Thủy Dự,6,18,1,400,6,553,,73005,5,s==7|Thủy Dự,
28,5,s==7|Thủy Dự,7,18,1,400,7,554,,73005,5,s==7|Thủy Dự,
29,5,s==7|Thủy Dự,8,18,1,400,8,555,,73005,5,s==7|Thủy Dự,
30,5,s==7|Thủy Dự,9,18,1,500,9,556,,73005,5,s==7|Thủy Dự,
31,6,s==9|Ngọc Toái,4,20,1,200,4,561,,73006,1,s==9|Ngọc Toái,
32,6,s==9|Ngọc Toái,5,20,1,400,5,562,,73006,1,s==9|Ngọc Toái,
33,6,s==9|Ngọc Toái,6,20,1,400,6,563,,73006,1,s==9|Ngọc Toái,
34,6,s==9|Ngọc Toái,7,20,1,400,7,564,,73006,1,s==9|Ngọc Toái,
35,6,s==9|Ngọc Toái,8,20,1,400,8,565,,73006,1,s==9|Ngọc Toái,
36,6,s==9|Ngọc Toái,9,20,1,500,9,566,,73006,1,s==9|Ngọc Toái,
37,7,s==9|Thần Đồng,4,8,1,400,4,571,,73007,2,s==9|Thần Đồng,
38,7,s==9|Thần Đồng,5,8,1,800,5,572,,73007,2,s==9|Thần Đồng,
39,7,s==9|Thần Đồng,6,8,1,800,6,573,,73007,2,s==9|Thần Đồng,
40,7,s==9|Thần Đồng,7,8,1,800,7,574,,73007,2,s==9|Thần Đồng,
41,7,s==9|Thần Đồng,8,8,1,800,8,575,,73007,2,s==9|Thần Đồng,
42,7,s==9|Thần Đồng,9,8,1,1200,9,576,,73007,2,s==9|Thần Đồng,
