id,buildID,buildType,buildName,buildIcon,buildIconBig,buildLv,pointShow,rewards-type-1,rewards-id-1,rewards-value-1,rewards-type-2,rewards-id-2,rewards-value-2,roundRewards-type-1,roundRewards-id-1,roundRewards-value-1,roundRewards-type-2,roundRewards-id-2,roundRewards-value-2,taskRewards-type-1,taskRewards-id-1,taskRewards-value-1,taskRewards-type-2,taskRewards-id-2,taskRewards-value-2,
1,1010,1,s==4|半山茶阁,s==10|icon_bscg1,s==9|icon_bscg,1,15,2,1207,15,2,1004,1,2,1207,15,2,1004,1,2,1207,25,2,1001,50,
2,1010,1,s==4|半山茶阁,s==10|icon_bscg1,s==9|icon_bscg,2,22,2,1207,22,2,1004,1,2,1207,22,2,1004,1,2,1207,50,2,1001,100,
3,1010,1,s==4|半山茶阁,s==10|icon_bscg1,s==9|icon_bscg,3,30,2,1207,30,2,1004,1,2,1207,30,2,1004,1,2,1207,75,2,1001,150,
4,1010,1,s==4|半山茶阁,s==10|icon_bscg1,s==9|icon_bscg,4,39,2,1207,39,2,1004,1,2,1207,39,2,1004,1,2,1207,100,2,1001,200,
5,1010,1,s==4|半山茶阁,s==10|icon_bscg1,s==9|icon_bscg,5,50,2,1207,50,2,1004,1,2,1207,50,2,1004,1,2,1207,150,2,1001,300,
6,1020,2,s==4|常春酒家,s==10|icon_ccjj1,s==9|icon_ccjj,1,12,2,1207,12,2,1003,1,2,1207,12,2,1003,1,2,1207,25,2,1006,50,
7,1020,2,s==4|常春酒家,s==10|icon_ccjj1,s==9|icon_ccjj,2,15,2,1207,15,2,1003,1,2,1207,15,2,1003,1,2,1207,50,2,1006,100,
8,1020,2,s==4|常春酒家,s==10|icon_ccjj1,s==9|icon_ccjj,3,18,2,1207,18,2,1003,1,2,1207,18,2,1003,1,2,1207,75,2,1006,150,
9,1020,2,s==4|常春酒家,s==10|icon_ccjj1,s==9|icon_ccjj,4,21,2,1207,21,2,1003,1,2,1207,21,2,1003,1,2,1207,100,2,1006,200,
10,1020,2,s==4|常春酒家,s==10|icon_ccjj1,s==9|icon_ccjj,5,24,2,1207,24,2,1003,1,2,1207,24,2,1003,1,2,1207,150,2,1006,300,
11,1030,3,s==4|雕栏雅舍,s==10|icon_dlys1,s==9|icon_dlys,1,10,2,1207,10,2,1027,20,2,1207,10,2,1027,20,2,1207,25,2,1027,20,
12,1030,3,s==4|雕栏雅舍,s==10|icon_dlys1,s==9|icon_dlys,2,12,2,1207,12,2,1027,40,2,1207,12,2,1027,40,2,1207,50,2,1027,30,
13,1030,3,s==4|雕栏雅舍,s==10|icon_dlys1,s==9|icon_dlys,3,15,2,1207,15,2,1027,60,2,1207,15,2,1027,60,2,1207,75,2,1027,40,
14,1030,3,s==4|雕栏雅舍,s==10|icon_dlys1,s==9|icon_dlys,4,19,2,1207,19,2,1027,80,2,1207,19,2,1027,80,2,1207,100,2,1027,50,
15,1030,3,s==4|雕栏雅舍,s==10|icon_dlys1,s==9|icon_dlys,5,24,2,1207,24,2,1027,100,2,1207,24,2,1027,100,2,1207,150,2,1027,60,
16,1040,4,s==4|青竹布坊,s==10|icon_qzbf1,s==9|icon_qzbf,1,10,2,1207,10,2,1006,100,2,1207,10,2,1006,100,2,1207,25,1,10,50000,
17,1040,4,s==4|青竹布坊,s==10|icon_qzbf1,s==9|icon_qzbf,2,12,2,1207,12,2,1006,200,2,1207,12,2,1006,200,2,1207,50,1,10,100000,
18,1040,4,s==4|青竹布坊,s==10|icon_qzbf1,s==9|icon_qzbf,3,15,2,1207,15,2,1006,300,2,1207,15,2,1006,300,2,1207,75,1,10,150000,
19,1040,4,s==4|青竹布坊,s==10|icon_qzbf1,s==9|icon_qzbf,4,19,2,1207,19,2,1006,400,2,1207,19,2,1006,400,2,1207,100,1,10,200000,
20,1040,4,s==4|青竹布坊,s==10|icon_qzbf1,s==9|icon_qzbf,5,24,2,1207,24,2,1006,500,2,1207,24,2,1006,500,2,1207,150,1,10,300000,
21,1050,5,s==4|桃李文轩,s==10|icon_tlwx1,s==9|icon_tlwx,1,10,2,1207,10,2,1001,100,2,1207,10,2,1001,100,2,1207,25,1,8,500000,
22,1050,5,s==4|桃李文轩,s==10|icon_tlwx1,s==9|icon_tlwx,2,12,2,1207,12,2,1001,200,2,1207,12,2,1001,200,2,1207,50,1,8,1000000,
23,1050,5,s==4|桃李文轩,s==10|icon_tlwx1,s==9|icon_tlwx,3,15,2,1207,15,2,1001,300,2,1207,15,2,1001,300,2,1207,75,1,8,1500000,
24,1050,5,s==4|桃李文轩,s==10|icon_tlwx1,s==9|icon_tlwx,4,19,2,1207,19,2,1001,400,2,1207,19,2,1001,400,2,1207,100,1,8,2000000,
25,1050,5,s==4|桃李文轩,s==10|icon_tlwx1,s==9|icon_tlwx,5,24,2,1207,24,2,1001,500,2,1207,24,2,1001,500,2,1207,150,1,8,3000000,
