id,refineLv,seat,succeedSeat,natureName,natureType,natureWay,natureWeight,refineRange-quality-1,refineRange-min-1,refineRange-max-1,refineRange-quality-2,refineRange-min-2,refineRange-max-2,refineRange-quality-3,refineRange-min-3,refineRange-max-3,refineRange-quality-4,refineRange-min-4,refineRange-max-4,refineRange-quality-5,refineRange-min-5,refineRange-max-5,
1,0,1,1|3,s==2|攻击,2,0,100,1,125,250,2,251,375,3,376,500,4,501,800,5,801,1000,
2,0,1,1|3,s==2|速度,4,0,100,1,1,3,2,4,4,3,5,6,4,7,9,5,10,12,
3,0,1,1|3,s==2|攻击,2,1,100,1,6,12,2,13,19,3,20,25,4,26,40,5,41,50,
4,0,1,1|3,s==2|暴击,5,1,100,1,6,12,2,13,19,3,20,25,4,26,40,5,41,50,
5,0,1,1|3,s==2|控制,16,1,100,1,6,12,2,13,19,3,20,25,4,26,40,5,41,50,
6,0,1,1|3,s==2|治疗,18,1,100,1,6,12,2,13,19,3,20,25,4,26,40,5,41,50,
7,0,1,1|3,s==2|物伤,12,1,100,1,6,12,2,13,19,3,20,25,4,26,40,5,41,50,
8,0,1,1|3,s==2|法伤,13,1,100,1,6,12,2,13,19,3,20,25,4,26,40,5,41,50,
9,1,1,1|3,s==2|攻击,2,0,100,1,200,400,2,401,600,3,601,1000,4,1001,1600,5,1601,2000,
10,1,1,1|3,s==2|速度,4,0,100,1,2,5,2,6,7,3,8,12,4,13,19,5,20,23,
11,1,1,1|3,s==2|攻击,2,1,100,1,10,20,2,21,30,3,31,50,4,51,80,5,81,100,
12,1,1,1|3,s==2|暴击,5,1,100,1,10,20,2,21,30,3,31,50,4,51,80,5,81,100,
13,1,1,1|3,s==2|控制,16,1,100,1,10,20,2,21,30,3,31,50,4,51,80,5,81,100,
14,1,1,1|3,s==2|治疗,18,1,100,1,10,20,2,21,30,3,31,50,4,51,80,5,81,100,
15,1,1,1|3,s==2|物伤,12,1,100,1,10,20,2,21,30,3,31,50,4,51,80,5,81,100,
16,1,1,1|3,s==2|法伤,13,1,100,1,10,20,2,21,30,3,31,50,4,51,80,5,81,100,
17,2,1,1|3,s==2|攻击,2,0,100,1,300,600,2,601,900,3,901,1500,4,1501,2400,5,2401,3000,
18,2,1,1|3,s==2|速度,4,0,100,1,4,7,2,8,11,3,12,18,4,19,28,5,29,35,
19,2,1,1|3,s==2|攻击,2,1,100,1,15,30,2,31,45,3,46,75,4,76,120,5,121,150,
20,2,1,1|3,s==2|暴击,5,1,100,1,15,30,2,31,45,3,46,75,4,76,120,5,121,150,
21,2,1,1|3,s==2|控制,16,1,100,1,15,30,2,31,45,3,46,75,4,76,120,5,121,150,
22,2,1,1|3,s==2|治疗,18,1,100,1,15,30,2,31,45,3,46,75,4,76,120,5,121,150,
23,2,1,1|3,s==2|物伤,12,1,100,1,15,30,2,31,45,3,46,75,4,76,120,5,121,150,
24,2,1,1|3,s==2|法伤,13,1,100,1,15,30,2,31,45,3,46,75,4,76,120,5,121,150,
25,3,1,1|3,s==2|攻击,2,0,100,1,400,800,2,801,1200,3,1201,2000,4,2001,3200,5,3201,4000,
