id,itemType,itemId,combineNum,resourceType,resourceId,disPrice,buyLimit,autoReset,worldlvLimit,lvLimit,lvLimitEx,vipLimit,desc,oriPrice,discount,sort,
1,2,1012,10,1,9,200,10,4,,25,,,s==3|潜能石,500,s==1|4,1,
2,2,1012,10,1,9,200,10,4,,30,,,s==3|潜能石,500,s==1|4,1,
3,2,1012,10,1,9,200,10,4,,35,,,s==3|潜能石,500,s==1|4,1,
4,2,1012,10,1,9,200,10,4,,40,,,s==3|潜能石,500,s==1|4,1,
5,2,1012,10,1,9,200,10,4,,45,,,s==3|潜能石,500,s==1|4,1,
6,2,1012,10,1,9,200,10,4,,50,,,s==3|潜能石,500,s==1|4,1,
7,2,1012,10,1,9,200,10,4,,55,,,s==3|潜能石,500,s==1|4,1,
8,2,1012,10,1,9,200,10,4,,60,,,s==3|潜能石,500,s==1|4,1,
9,2,1012,10,1,9,200,10,4,,65,,,s==3|潜能石,500,s==1|4,1,
10,2,1012,10,1,9,200,10,4,,70,,,s==3|潜能石,500,s==1|4,1,
11,2,1012,10,1,9,200,10,4,,75,,,s==3|潜能石,500,s==1|4,1,
12,2,1012,10,1,9,200,10,4,,80,,,s==3|潜能石,500,s==1|4,1,
13,2,1012,10,1,9,200,10,4,,85,,,s==3|潜能石,500,s==1|4,1,
14,2,1012,10,1,9,200,10,4,,90,,,s==3|潜能石,500,s==1|4,1,
15,2,1012,10,1,9,200,10,4,,95,,,s==3|潜能石,500,s==1|4,1,
16,2,1012,10,1,9,200,10,4,,100,,,s==3|潜能石,500,s==1|4,1,
17,2,1012,10,1,9,200,10,4,,105,,,s==3|潜能石,500,s==1|4,1,
18,2,1012,10,1,9,200,10,4,,110,,,s==3|潜能石,500,s==1|4,1,
19,2,1012,10,1,9,200,10,4,,115,,,s==3|潜能石,500,s==1|4,1,
20,2,1012,10,1,9,200,10,4,,120,,,s==3|潜能石,500,s==1|4,1,
21,2,1012,10,1,9,200,10,4,,125,,,s==3|潜能石,500,s==1|4,1,
22,2,1012,10,1,9,200,10,4,,130,,,s==3|潜能石,500,s==1|4,1,
23,2,1012,10,1,9,200,10,4,,135,,,s==3|潜能石,500,s==1|4,1,
24,2,1012,10,1,9,200,10,4,,140,,,s==3|潜能石,500,s==1|4,1,
25,2,1012,10,1,9,200,10,4,,145,,,s==3|潜能石,500,s==1|4,1,
26,2,1012,10,1,9,200,10,4,,150,,,s==3|潜能石,500,s==1|4,1,
