id,soft,giftID,TypeFace,icon,dateStart,dateEnd,
1,0,29000,s==4|Q_zi,s==1|1,1,60,
2,1,29001,s==6|Q_zi_1,s==1|2,1,60,
3,2,29002,s==6|Q_zi_2,s==1|1,1,60,
4,3,29003,s==6|Q_zi_3,s==1|3,1,60,
5,4,29004,s==6|Q_zi_4,s==1|4,1,60,
6,5,29005,s==6|Q_zi_5,s==1|1,1,60,
7,6,29006,s==6|Q_zi_6,s==1|6,1,60,
8,7,29007,s==6|Q_zi_7,s==1|1,1,60,
9,8,29100,s==6|Q_zi_8,s==1|7,1,60,
10,0,29101,s==4|Q_zi,s==1|1,61,90,
11,10,29102,s==6|Q_zi_1,s==1|2,61,90,
12,11,29103,s==6|Q_zi_2,s==1|1,61,90,
13,12,29104,s==6|Q_zi_3,s==1|3,61,90,
14,13,29105,s==6|Q_zi_4,s==1|4,61,90,
15,14,29106,s==6|Q_zi_5,s==1|1,61,90,
16,15,29107,s==6|Q_zi_6,s==1|6,61,90,
17,16,29108,s==6|Q_zi_7,s==1|1,61,90,
18,17,29109,s==6|Q_zi_8,s==1|7,61,90,
19,0,29111,s==4|Q_zi,s==1|1,91,120,
20,19,29112,s==6|Q_zi_1,s==1|2,91,120,
21,20,29113,s==6|Q_zi_2,s==1|1,91,120,
22,21,29114,s==6|Q_zi_3,s==1|3,91,120,
23,22,29115,s==6|Q_zi_4,s==1|4,91,120,
24,23,29116,s==6|Q_zi_5,s==1|1,91,120,
25,24,29117,s==6|Q_zi_6,s==1|6,91,120,
26,25,29118,s==6|Q_zi_7,s==1|1,91,120,
27,26,29119,s==6|Q_zi_8,s==1|7,91,120,
28,0,29120,s==4|Q_zi,s==1|1,121,150,
29,28,29121,s==6|Q_zi_1,s==1|2,121,150,
30,29,29122,s==6|Q_zi_2,s==1|1,121,150,
31,30,29123,s==6|Q_zi_3,s==1|3,121,150,
32,31,29124,s==6|Q_zi_4,s==1|4,121,150,
33,32,29125,s==6|Q_zi_5,s==1|1,121,150,
34,33,29126,s==6|Q_zi_6,s==1|6,121,150,
35,34,29127,s==6|Q_zi_7,s==1|1,121,150,
36,35,29128,s==6|Q_zi_8,s==1|7,121,150,
37,0,29129,s==4|Q_zi,s==1|1,151,180,
38,37,29130,s==6|Q_zi_1,s==1|2,151,180,
39,38,29131,s==6|Q_zi_2,s==1|1,151,180,
40,39,29132,s==6|Q_zi_3,s==1|3,151,180,
41,40,29133,s==6|Q_zi_4,s==1|4,151,180,
42,41,29134,s==6|Q_zi_5,s==1|1,151,180,
43,42,29135,s==6|Q_zi_6,s==1|6,151,180,
44,43,29136,s==6|Q_zi_7,s==1|1,151,180,
45,44,29137,s==6|Q_zi_8,s==1|7,151,180,
46,0,29138,s==4|Q_zi,s==1|1,181,-1,
47,46,29139,s==6|Q_zi_1,s==1|2,181,-1,
48,47,29140,s==6|Q_zi_2,s==1|1,181,-1,
49,48,29141,s==6|Q_zi_3,s==1|3,181,-1,
50,49,29142,s==6|Q_zi_4,s==1|4,181,-1,
51,50,29143,s==6|Q_zi_5,s==1|1,181,-1,
52,51,29144,s==6|Q_zi_6,s==1|6,181,-1,
53,52,29145,s==6|Q_zi_7,s==1|1,181,-1,
54,53,29146,s==6|Q_zi_8,s==1|7,181,-1,
