id,desc,betTime,raceTime,homeTeam,guestTeam,odds%1,odds%2,odds%3,
1,s==8|比赛期(小组赛),s==10|2022-11-21,s==19|2022-11-21 00:00:00,1,9,12000,13000,20000,
2,s==8|比赛期(小组赛),s==10|2022-11-21,s==19|2022-11-21 21:00:00,2,10,12000,13000,20000,
3,s==8|比赛期(小组赛),s==10|2022-11-21,s==19|2022-11-22 00:00:00,17,25,12000,13000,20000,
4,s==8|比赛期(小组赛),s==10|2022-11-21,s==19|2022-11-22 03:00:00,18,26,12000,13000,20000,
5,s==8|比赛期(小组赛),s==10|2022-11-22,s==19|2022-11-22 18:00:00,3,11,12000,13000,20000,
6,s==8|比赛期(小组赛),s==10|2022-11-22,s==19|2022-11-22 21:00:00,20,28,12000,13000,20000,
7,s==8|比赛期(小组赛),s==10|2022-11-22,s==19|2022-11-23 00:00:00,19,27,12000,13000,20000,
8,s==8|比赛期(小组赛),s==10|2022-11-22,s==19|2022-11-23 03:00:00,4,12,12000,13000,20000,
9,s==8|比赛期(小组赛),s==10|2022-11-23,s==19|2022-11-23 18:00:00,22,30,12000,13000,20000,
10,s==8|比赛期(小组赛),s==10|2022-11-23,s==19|2022-11-23 21:00:00,21,29,12000,13000,20000,
11,s==8|比赛期(小组赛),s==10|2022-11-23,s==19|2022-11-24 00:00:00,5,13,12000,13000,20000,
12,s==8|比赛期(小组赛),s==10|2022-11-23,s==19|2022-11-24 03:00:00,6,14,12000,13000,20000,
13,s==8|比赛期(小组赛),s==10|2022-11-24,s==19|2022-11-24 18:00:00,23,31,12000,13000,20000,
14,s==8|比赛期(小组赛),s==10|2022-11-24,s==19|2022-11-24 21:00:00,24,32,12000,13000,20000,
15,s==8|比赛期(小组赛),s==10|2022-11-24,s==19|2022-11-25 00:00:00,8,16,12000,13000,20000,
16,s==8|比赛期(小组赛),s==10|2022-11-24,s==19|2022-11-25 03:00:00,7,15,12000,13000,20000,
17,s==8|比赛期(小组赛),s==10|2022-11-25,s==19|2022-11-25 18:00:00,26,10,12000,13000,20000,
18,s==8|比赛期(小组赛),s==10|2022-11-25,s==19|2022-11-25 21:00:00,1,17,12000,13000,20000,
19,s==8|比赛期(小组赛),s==10|2022-11-25,s==19|2022-11-26 00:00:00,25,9,12000,13000,20000,
20,s==8|比赛期(小组赛),s==10|2022-11-25,s==19|2022-11-26 03:00:00,2,18,12000,13000,20000,
21,s==8|比赛期(小组赛),s==10|2022-11-26,s==19|2022-11-26 18:00:00,28,12,12000,13000,20000,
22,s==8|比赛期(小组赛),s==10|2022-11-26,s==19|2022-11-26 21:00:00,27,11,12000,13000,20000,
23,s==8|比赛期(小组赛),s==10|2022-11-26,s==19|2022-11-27 00:00:00,4,20,12000,13000,20000,
24,s==8|比赛期(小组赛),s==10|2022-11-26,s==19|2022-11-27 03:00:00,3,19,12000,13000,20000,
25,s==8|比赛期(小组赛),s==10|2022-11-27,s==19|2022-11-27 18:00:00,29,13,12000,13000,20000,
26,s==8|比赛期(小组赛),s==10|2022-11-27,s==19|2022-11-27 21:00:00,6,22,12000,13000,20000,
27,s==8|比赛期(小组赛),s==10|2022-11-27,s==19|2022-11-28 00:00:00,30,14,12000,13000,20000,
28,s==8|比赛期(小组赛),s==10|2022-11-27,s==19|2022-11-28 03:00:00,5,21,12000,13000,20000,
29,s==8|比赛期(小组赛),s==10|2022-11-28,s==19|2022-11-28 18:00:00,31,15,12000,13000,20000,
30,s==8|比赛期(小组赛),s==10|2022-11-28,s==19|2022-11-28 21:00:00,32,16,12000,13000,20000,
31,s==8|比赛期(小组赛),s==10|2022-11-28,s==19|2022-11-29 00:00:00,7,23,12000,13000,20000,
32,s==8|比赛期(小组赛),s==10|2022-11-28,s==19|2022-11-29 03:00:00,8,24,12000,13000,20000,
33,s==8|比赛期(小组赛),s==10|2022-11-29,s==19|2022-11-29 23:00:00,25,1,12000,13000,20000,
34,s==8|比赛期(小组赛),s==10|2022-11-29,s==19|2022-11-29 23:00:00,9,17,12000,13000,20000,
